Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Fusobacterium varium ATCC 27725 (469618.3),Fusobacterium varium ATCC 27725 ,469618,469618.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium varium, Fusobacterium varium ATCC 27725,
Gemella haemolysans ATCC 10379 (546270.5),Gemella haemolysans ATCC 10379 ,546270,546270.5,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella haemolysans, Gemella haemolysans ATCC 10379,
Gemella haemolysans BEED14 (1379.83),Gemella haemolysans BEED14 ,1379,1379.83,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella haemolysans, Gemella haemolysans BEED14,
Gemella haemolysans M341 (562981.3),Gemella haemolysans M341 ,562981,562981.3,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella haemolysans, Gemella haemolysans M341,
Gemella haemolysans strain DNF01167 (1379.3),Gemella haemolysans strain DNF01167 ,1379,1379.3,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella haemolysans,,
Gemella haemolysans strain NCTC10459 (1379.45),Gemella haemolysans strain NCTC10459 ,1379,1379.45,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella haemolysans,,
Gemella moribillum M424 (562982.3),Gemella moribillum M424 ,562982,562982.3,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella morbillorum, Gemella morbillorum M424,
Gemella sanguinis M325 (562983.3),Gemella sanguinis M325 ,562983,562983.3,Bacteria,Firmicutes,Bacilli,Bacillales,-,Gemella, Gemella sanguinis, Gemella sanguinis M325,
Gemmiger formicilis strain ATCC 27749 (745368.3),Gemmiger formicilis strain ATCC 27749 ,745368,745368.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger, Gemmiger formicilis,,
Gordonia rubripertincta NBRC 101908 (1077975.4),Gordonia rubripertincta NBRC 101908 ,1077975,1077975.4,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia, Gordonia rubripertincta, Gordonia rubripertincta NBRC 101908,
Gordonia terrae C-6 (1316928.3),Gordonia terrae C-6 ,1316928,1316928.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia, Gordonia terrae, Gordonia terrae C-6,
Gordonia terrae NBRC 100016 (1089454.3),Gordonia terrae NBRC 100016 ,1089454,1089454.3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia, Gordonia terrae, Gordonia terrae NBRC 100016,
Gordonibacter pamelaeae 7-10-1-b (657308.3),Gordonibacter pamelaeae 7-10-1-b ,657308,657308.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter, Gordonibacter pamelaeae, Gordonibacter pamelaeae 7-10-1-b,
Gordonibacter sp. Marseille-P2775 strain Marseille-P2775 (1841863.3),Gordonibacter sp. Marseille-P2775 strain Marseille-P2775,1841863,1841863.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter massiliensis,,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter; Gordonibacter massiliensis
Gordonibacter sp. Marseille-P3078 strain Marseille-P3078 (1870985.3),Gordonibacter sp. Marseille-P3078 strain Marseille-P3078,1870985,1870985.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Arabia,Arabia massiliensis,,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Arabia; Arabia massiliensis
Gracilibacillus phocaeensis strain Marseille-P3801 (2042304.3),Gracilibacillus phocaeensis strain Marseille-P3801,2042304,2042304.3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus phocaeensis,,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Gracilibacillus; Gracilibacillus phocaeensis
Granulicatella adiacens ATCC 49175 (638301.3),Granulicatella adiacens ATCC 49175 ,638301,638301.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella, Granulicatella adiacens, Granulicatella adiacens ATCC 49175,
Granulicatella adiacens BEED15 (46124.3),Granulicatella adiacens BEED15 ,46124,46124.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella, Granulicatella adiacens, Granulicatella adiacens BEED15,
Granulicatella elegans ATCC 700633 (626369.3),Granulicatella elegans ATCC 700633 ,626369,626369.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella, Granulicatella elegans, Granulicatella elegans ATCC 700633,
Grimontia hollisae CIP 101886 (675812.3),Grimontia hollisae CIP 101886 ,675812,675812.3,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia, Grimontia hollisae, Grimontia hollisae CIP 101886,
Haemophilus aegyptius ATCC 11116 (888728.3),Haemophilus aegyptius ATCC 11116 ,888728,888728.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus aegyptius, Haemophilus aegyptius ATCC 11116,
Haemophilus haemolyticus BEED18 (726.153),Haemophilus haemolyticus BEED18 ,726,726.153,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus haemolyticus, Haemophilus haemolyticus BEED18,
Haemophilus influenzae 10810 (862964.3),Haemophilus influenzae 10810 ,862964,862964.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae 10810,
Haemophilus influenzae 86-028NP (281310.6),Haemophilus influenzae 86-028NP ,281310,281310.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae 86-028NP,
Haemophilus influenzae BEED16 (727.1826),Haemophilus influenzae BEED16 ,727,727.1826,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae BEED16,
Haemophilus influenzae F3031 (866630.3),Haemophilus influenzae F3031 ,866630,866630.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae F3031,
Haemophilus influenzae F3047 (935897.3),Haemophilus influenzae F3047 ,935897,935897.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae F3047,
Haemophilus influenzae Hi375 (727.305),Haemophilus influenzae Hi375 ,727,727.305,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae,,
Haemophilus influenzae PittEE (374930.9),Haemophilus influenzae PittEE ,374930,374930.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae PittEE,
Haemophilus influenzae PittGG (374931.9),Haemophilus influenzae PittGG ,374931,374931.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae PittGG,
Haemophilus influenzae R2846 (262727.7),Haemophilus influenzae R2846 ,262727,262727.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae R2846,
Haemophilus influenzae R2866 (262728.5),Haemophilus influenzae R2866 ,262728,262728.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae R2866,
Haemophilus influenzae Rd KW20 (71421.8),Haemophilus influenzae Rd KW20 ,71421,71421.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae, Haemophilus influenzae Rd KW20,
Haemophilus influenzae strain 477 (727.532),Haemophilus influenzae strain 477 ,727,727.532,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus influenzae,,
Haemophilus parahaemolyticus HK385 (1095744.4),Haemophilus parahaemolyticus HK385 ,1095744,1095744.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parahaemolyticus, Haemophilus parahaemolyticus HK385,
Haemophilus parainfluenzae ATCC 33392 (888828.3),Haemophilus parainfluenzae ATCC 33392 ,888828,888828.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae, Haemophilus parainfluenzae ATCC 33392,
Haemophilus parainfluenzae BEED17 (729.354),Haemophilus parainfluenzae BEED17 ,729,729.354,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae, Haemophilus parainfluenzae BEED17,
Haemophilus parainfluenzae HK2019 (1095746.3),Haemophilus parainfluenzae HK2019 ,1095746,1095746.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae, Haemophilus parainfluenzae HK2019,
Haemophilus parainfluenzae HK262 (1095745.3),Haemophilus parainfluenzae HK262 ,1095745,1095745.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae, Haemophilus parainfluenzae HK262,
Haemophilus parainfluenzae strain 215035-2-ISO5 (729.20),Haemophilus parainfluenzae strain 215035-2-ISO5 ,729,729.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae,,
Haemophilus parainfluenzae T3T1 (862965.3),Haemophilus parainfluenzae T3T1 ,862965,862965.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus parainfluenzae, Haemophilus parainfluenzae T3T1,
Haemophilus pittmaniae HK 85 (1035188.3),Haemophilus pittmaniae HK 85 ,1035188,1035188.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus pittmaniae, Haemophilus pittmaniae HK 85,
Haemophilus sputorum CCUG 13788 (1035839.4),Haemophilus sputorum CCUG 13788 ,1035839,1035839.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus sputorum, Haemophilus sputorum CCUG 13788,
Haemophilus sputorum HK 2154 (1078483.3),Haemophilus sputorum HK 2154 ,1078483,1078483.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, Haemophilus sputorum, Haemophilus sputorum HK 2154,
Hafnia alvei ATCC 51873 (1002364.3),Hafnia alvei ATCC 51873 ,1002364,1002364.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia, Hafnia alvei, Hafnia alvei ATCC 51873,
Hafnia alvei FB1 (1453496.5),Hafnia alvei FB1 ,1453496,1453496.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia, Hafnia alvei, Hafnia alvei FB1,
Hafnia alvei strain FDAARGOS_158 (569.31),Hafnia alvei strain FDAARGOS_158 ,569,569.31,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia, Hafnia alvei,,
Hafnia alvei strain HUMV-5920 (569.38),Hafnia alvei strain HUMV-5920 ,569,569.38,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia, Hafnia alvei,,
Halobacillus sp. Marseille-P3879 (2045014.3),Halobacillus sp. Marseille-P3879,2045014,2045014.3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,-,,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Halobacillus; Halobacillus sp. Marseille-P3879
Helicobacter bilis ATCC 43879 (613026.4),Helicobacter bilis ATCC 43879 ,613026,613026.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter bilis, Helicobacter bilis ATCC 43879,
Helicobacter bilis WiWa (1235804.3),Helicobacter bilis WiWa ,1235804,1235804.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter bilis, Helicobacter bilis WiWa,
Helicobacter canadensis MIT 98-5491 (537970.5),Helicobacter canadensis MIT 98-5491 ,537970,537970.5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter canadensis, Helicobacter canadensis MIT 98-5491,
Helicobacter cinaedi ATCC BAA-847 (1206745.3),Helicobacter cinaedi ATCC BAA-847 ,1206745,1206745.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter cinaedi, Helicobacter cinaedi ATCC BAA-847,
Helicobacter cinaedi CCUG 18818 (537971.5),Helicobacter cinaedi CCUG 18818 ,537971,537971.5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter cinaedi, Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,
Helicobacter pullorum MIT 98-5489 (537972.5),Helicobacter pullorum MIT 98-5489 ,537972,537972.5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pullorum, Helicobacter pullorum MIT 98-5489,
Helicobacter pylori 2017 (985081.3),Helicobacter pylori 2017 ,985081,985081.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori 2017,
Helicobacter pylori 26695 (85962.8),Helicobacter pylori 26695 ,85962,85962.8,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori 26695,
Helicobacter pylori 26695-1MET (210.1381),Helicobacter pylori 26695-1MET ,210,210.1381,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori,,
Helicobacter pylori 35A (585535.5),Helicobacter pylori 35A ,585535,585535.5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori 35A,
Helicobacter pylori 52 (684950.4),Helicobacter pylori 52 ,684950,684950.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori 52,
Helicobacter pylori 83 (585538.3),Helicobacter pylori 83 ,585538,585538.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori 83,
Helicobacter pylori B8 (693745.3),Helicobacter pylori B8 ,693745,693745.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori B8,
Helicobacter pylori F16 (866344.4),Helicobacter pylori F16 ,866344,866344.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori F16,
Helicobacter pylori G27 (563041.6),Helicobacter pylori G27 ,563041,563041.6,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori G27,
Helicobacter pylori Hp M3 (992119.3),Helicobacter pylori Hp M3 ,992119,992119.3,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori Hp M3,
Helicobacter pylori Hp238 (210.1380),Helicobacter pylori Hp238 ,210,210.1380,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori,,
Helicobacter pylori J99 (85963.7),Helicobacter pylori J99 ,85963,85963.7,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori J99,
Helicobacter pylori P12 (570508.6),Helicobacter pylori P12 ,570508,570508.6,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori P12,
Helicobacter pylori Puno135 (1055529.4),Helicobacter pylori Puno135 ,1055529,1055529.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori Puno135,
Helicobacter pylori Shi470 (512562.5),Helicobacter pylori Shi470 ,512562,512562.5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori Shi470,
Helicobacter pylori strain BM013A (210.1916),Helicobacter pylori strain BM013A ,210,210.1916,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori,,
Helicobacter pylori UM299 (1321938.4),Helicobacter pylori UM299 ,1321938,1321938.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter pylori, Helicobacter pylori UM299,
Helicobacter winghamensis ATCC BAA-430 (556267.4),Helicobacter winghamensis ATCC BAA-430 ,556267,556267.4,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter, Helicobacter winghamensis, Helicobacter winghamensis ATCC BAA-430,
Herbaspirillum sp. JC206 (1095769.4),Herbaspirillum sp. JC206 ,1095769,1095769.4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum, Noviherbaspirillum massiliense, Noviherbaspirillum massiliense JC206,
Holdemania filiformis DSM 12042 (545696.5),Holdemania filiformis DSM 12042 ,545696,545696.5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania, Holdemania filiformis, Holdemania filiformis DSM 12042,
Holdemania sp. AP2 (1211819.3),Holdemania sp. AP2 ,1211819,1211819.3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania, Holdemania massiliensis, Holdemania massiliensis AP2,
Hungatella hathewayi LFYP18 (6666666.205263),Hungatella hathewayi LFYP18 ,154046,6666666.205263,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella, Clostridium hathewayi, Hungatella hathewayi LFYP18,
Hydrogenoanaerobacterium saccharovorans strain DSM 24774 (474960.5),Hydrogenoanaerobacterium saccharovorans strain DSM 24774,474960,474960.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Hydrogenoanaerobacterium; Hydrogenoanaerobacterium saccharovorans
Intestinibacillus massiliensis strain type strain: Marseille-P3216 (1871029.3),Intestinibacillus massiliensis strain type strain: Marseille-P3216 ,1871029,1871029.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus, Intestinibacillus massiliensis,,
Intestinibacillus sp. Marseille-P4005 (2086578.3),Intestinibacillus sp. Marseille-P4005,2086578,2086578.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Intestinibacillus; Intestinibacillus sp. Marseille-P4005
Intestinibacillus sp. Marseille-P6563 (2364792.3),Intestinibacillus sp. Marseille-P6563,2364792,2364792.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Intestinibacillus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Intestinibacillus; Intestinibacillus sp. Marseille-P6563
Intestinibacter bartlettii LFYP30 (6666666.205262),Intestinibacter bartlettii LFYP30 ,261299,6666666.205262,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter, Intestinibacter bartlettii, Intestinibacter bartlettii LFYP30,
Intestinimonas butyriciproducens ER1 (1297617.3),Intestinimonas butyriciproducens ER1 ,1297617,1297617.3,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Intestinimonas, Intestinimonas butyriciproducens,,
Intestinimonas butyriciproducens strain 27-5-10 (1297617.14),Intestinimonas butyriciproducens strain 27-5-10 ,1297617,1297617.14,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Intestinimonas, Intestinimonas butyriciproducens,,
Intestinimonas butyriciproducens strain af211 (1297617.4),Intestinimonas butyriciproducens strain af211 ,1297617,1297617.4,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Intestinimonas, Intestinimonas butyriciproducens,,
Intestinimonas massiliensis strain Marseille-P3064 (1673721.58),Intestinimonas massiliensis strain Marseille-P3064,1673721,1673721.58,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Intestinimonas,Intestinimonas massiliensis,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; Intestinimonas; Intestinimonas massiliensis
Janthinobacterium sp. Marseille (375286.7),Janthinobacterium sp. Marseille,375286,375286.7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,-,,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium; Janthinobacterium sp. Marseille
